loan_type,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,applicant_age,loan_amount_requested
1,3,11900,695,6300,0.6218,1,28,568000
1,1,28500,687,1900,0.0667,1,47,776000
4,0,42800,689,2800,0.0654,1,54,576000
0,1,26400,710,3800,0.1439,0,61,995000
4,1,81700,694,4600,0.0562999999999999,0,62,629000
3,2,82500,763,2800,0.0339,1,28,215000
4,3,45600,763,1400,0.0306999999999999,0,43,395000
3,3,12800,681,1300,0.1016,1,54,891000
0,3,45700,695,100,0.0022,1,52,990000
2,0,52100,629,1100,0.0210999999999999,0,59,227000
3,2,47900,705,4300,0.0898,1,45,538000
0,0,37000,617,3900,0.1054,0,28,552000
2,4,10000,617,3700,0.37,1,63,100000
1,0,66900,757,6200,0.0926999999999999,2,29,919000
4,0,79300,670,0,0.0,0,51,784000
1,1,23500,781,3700,0.1574,2,54,623000
3,0,51100,725,2000,0.0391,1,63,344000
0,5,51400,658,2200,0.0428,1,42,667000
4,3,42400,722,3300,0.0778,1,29,399000
4,2,89800,729,400,0.0045,1,28,354000
1,5,20100,617,5000,0.2488,1,58,292000
4,2,42100,655,3400,0.0808,2,46,709000
0,3,79600,781,0,0.0,0,24,535000
3,3,27200,671,3300,0.1213,1,51,770000
1,3,74400,781,100,0.0013,0,63,609000
4,5,69400,635,5300,0.0764,1,23,100000
3,5,38500,631,4400,0.1143,2,60,473000
0,0,75500,717,6300,0.098,0,31,995000
2,2,75800,659,1900,0.0250999999999999,1,39,669000
0,4,56000,637,4200,0.075,1,63,995000
4,3,45100,733,6300,0.1907,1,28,532000
3,2,58900,715,1900,0.0323,2,40,798000
1,5,57500,722,1600,0.0278,0,41,532000
4,4,41000,648,4000,0.0975999999999999,2,42,100000
3,1,42800,734,3900,0.0911,2,44,279000
3,0,25900,617,0,0.0,1,42,640000
0,0,27200,683,3200,0.1176,0,38,152000
1,5,10000,699,5300,0.53,1,39,327000
1,4,10000,735,6300,0.67,2,60,104000
0,3,34600,691,5200,0.1503,2,55,784000
1,4,32500,671,4200,0.1292,2,45,100000
4,4,55200,695,0,0.0,0,27,995000
3,5,56300,729,2300,0.0409,0,57,870000
0,4,82300,779,1700,0.0207,1,30,100000
2,3,23700,694,2900,0.1224,0,23,366000
4,0,28300,758,3100,0.1094999999999999,0,63,273000
4,4,21700,689,600,0.0276,2,48,431000
2,1,73600,738,1800,0.0245,0,24,711000
0,3,44100,701,4000,0.0907,0,34,352000
1,0,22900,697,4800,0.2096,0,63,402000
1,3,36100,780,3500,0.0969999999999999,1,37,342000
4,1,34400,754,5300,0.1541,2,23,485000
4,3,52300,754,0,0.0,0,30,100000
4,0,84600,632,3000,0.0355,1,23,676000
1,1,23200,664,4100,0.1767,0,39,203000
1,3,34300,781,2800,0.0816,2,62,679000
0,2,37100,676,700,0.0189,0,25,100000
0,1,57700,702,4400,0.0762999999999999,2,35,995000
0,2,48500,706,1700,0.0351,1,42,470000
4,4,65500,678,5900,0.0901,2,59,160000
4,2,69600,768,2600,0.0374,0,58,430000
3,0,22300,723,400,0.0179,0,41,100000
4,2,10000,659,2700,0.27,1,23,648000
2,2,68700,702,2800,0.0408,2,39,646000
0,4,52600,620,3700,0.0703,2,38,603000
1,2,60000,683,4900,0.0817,0,54,841000
0,0,91100,617,1300,0.0134,1,60,172000
2,5,37900,781,2900,0.0765,0,39,845000
4,0,48000,728,2300,0.0479,2,56,995000
0,4,50500,749,3100,0.0613999999999999,0,39,651000
3,5,66500,712,1900,0.0286,2,58,849000
0,1,20600,656,5400,0.2621,2,27,100000
3,5,56200,667,5100,0.0907,1,53,697000
0,4,10000,733,4900,0.49,1,48,401000
0,3,47700,746,6300,0.1426,2,63,552000
2,3,29300,781,2800,0.0956,1,25,995000
3,3,23000,777,400,0.0174,1,49,279000
0,5,52000,638,1300,0.025,0,45,525000
3,5,48800,671,6300,0.1496,2,36,588000
3,2,56000,645,0,0.0,0,24,511000
1,1,91100,628,4400,0.0455,2,47,385000
0,4,60300,698,4000,0.0663,1,56,659000
3,0,56200,689,0,0.0,1,40,411000
1,5,61200,751,1100,0.018,2,24,164000
0,3,58700,666,3900,0.0664,0,48,297000
3,2,17600,627,6200,0.3522999999999999,2,63,100000
3,1,28000,735,3700,0.1321,0,48,241000
1,4,10000,676,4900,0.49,0,40,430000
3,5,36200,711,5100,0.1409,1,58,618000
3,2,91100,750,2600,0.0242,0,42,706000
4,3,53100,750,3900,0.0733999999999999,0,63,193000
3,4,91100,638,6300,0.0634,0,48,410000
2,3,63300,781,2900,0.0458,0,63,272000
0,4,58400,650,3600,0.0616,2,31,100000
4,0,22400,710,1100,0.0491,0,43,544000
1,5,64800,663,3500,0.054,0,34,664000
4,0,73500,658,2700,0.0366999999999999,1,23,391000
0,2,49100,644,800,0.0163,1,32,586000
3,0,68000,762,2900,0.0426,2,23,485000
1,5,75400,753,0,0.0,0,30,127000
3,3,50400,617,3500,0.0694,0,29,672000
0,4,41700,699,3400,0.0815,2,25,932000
3,2,41900,617,2500,0.0596999999999999,1,39,525000
3,4,67600,646,3200,0.0473,0,47,331000
0,4,64300,698,2200,0.0342,1,47,995000
3,2,82000,778,3000,0.0366,2,53,100000
1,4,25600,727,0,0.0,0,48,350000
1,2,45300,748,600,0.0132,0,46,886000
3,2,58500,645,2900,0.0496,2,36,100000
2,0,83600,678,2200,0.0263,0,51,664000
4,5,43500,708,2700,0.0621,0,40,470000
4,1,10000,724,1200,0.12,2,32,700000
1,1,44600,627,4300,0.0964,1,46,267000
0,1,66300,754,3100,0.0467999999999999,2,47,397000
2,2,49900,677,3800,0.0762,2,63,526000
2,1,42400,690,1100,0.0259,2,31,580000
3,1,43600,701,4600,0.1055,1,41,429000
3,1,70200,617,2700,0.0385,0,36,773000
2,1,43000,657,6200,0.1442,2,34,358000
1,0,39600,708,4200,0.1061,2,60,591000
4,1,67200,674,4400,0.0655,1,44,702000
2,1,10000,781,800,0.08,2,40,515000
3,2,88300,755,4400,0.0498,2,51,789000
3,0,81500,656,4000,0.0491,2,29,460000
4,0,40700,717,6300,0.1646,2,54,155000
1,5,91100,781,2900,0.0305,1,50,378000
0,3,10100,692,4200,0.4158,2,51,390000
0,3,13500,722,5500,0.4074,1,57,376000
3,1,63200,656,0,0.0,0,61,995000
3,0,31200,673,3800,0.1217999999999999,1,33,906000
3,2,10000,727,300,0.03,1,25,429000
1,3,76700,760,4200,0.0548,2,33,100000
2,4,74400,633,4000,0.0538,0,53,547000
3,3,10000,706,1800,0.18,0,63,100000
4,3,38800,730,1300,0.0335,1,38,337000
3,3,14300,722,4600,0.3217,1,46,541000
3,4,76900,648,3200,0.0416,0,37,100000
3,0,68000,662,4500,0.0662,2,63,439000
0,3,26300,676,0,0.0,0,54,100000
2,3,52800,693,6100,0.1155,2,33,536000
1,5,47600,780,4600,0.0966,1,38,278000
2,4,45100,681,3400,0.0754,0,23,788000
0,2,61700,675,4100,0.0665,0,60,337000
0,1,38400,640,2600,0.0677,2,47,786000
2,4,10000,715,100,0.01,2,23,390000
4,5,31100,759,3900,0.1253999999999999,2,23,743000
2,5,61200,667,5600,0.0915,2,63,782000
0,1,65300,748,2900,0.0444,2,37,789000
3,4,22500,686,2800,0.1244,0,54,100000
0,1,59600,773,4100,0.0688,1,50,547000
2,0,66700,749,3400,0.051,1,40,711000
0,5,63500,688,2800,0.0441,1,36,410000
4,0,10000,716,4800,0.48,2,43,995000
0,1,58800,756,2400,0.0408,1,31,962000
2,5,47800,664,5100,0.1067,0,40,279000
4,5,31200,682,900,0.0288,2,23,100000
1,1,65200,709,1900,0.0291,1,51,464000
4,3,62100,781,2200,0.0354,2,37,752000
0,5,48100,617,5700,0.1185,1,63,496000
1,2,18800,650,2600,0.1383,2,24,155000
1,1,24800,741,5500,0.2218,1,63,603000
2,5,91100,781,0,0.0,2,37,607000
0,2,72900,642,2000,0.0274,2,58,521000
1,1,10000,678,5200,0.52,0,50,453000
3,4,10000,701,2400,0.24,0,34,273000
4,5,55500,775,2700,0.0486,0,32,454000
3,4,27800,617,5000,0.1798999999999999,1,35,431000
0,1,79900,721,3300,0.0412999999999999,2,35,269000
1,5,46000,617,2000,0.0435,1,35,143000
1,5,38200,681,4000,0.1047,2,63,822000
3,0,32400,759,0,0.0,2,46,506000
1,5,45300,713,5600,0.1235999999999999,2,63,949000
1,3,42800,718,4000,0.0935,1,32,585000
3,1,83100,712,1600,0.0192999999999999,2,23,481000
0,5,90500,686,3100,0.0343,0,34,461000
1,3,49300,645,3000,0.0608999999999999,0,40,594000
0,3,91100,713,3300,0.0314,2,48,176000
4,2,10000,700,6300,0.7,2,34,412000
2,2,45100,679,3600,0.0798,2,31,634000
1,5,64600,725,5700,0.0882,1,61,327000
3,3,10000,711,3200,0.32,1,23,477000
4,2,85500,685,500,0.0058,2,50,101000
0,3,48000,781,4600,0.0958,0,48,531000
0,5,63800,757,3800,0.0596,1,62,995000
0,0,65700,730,1900,0.0289,1,29,837000
4,2,28000,647,4500,0.1607,1,26,417000
4,1,37200,762,2500,0.0672,2,49,678000
3,4,75800,745,3300,0.0435,0,63,815000
2,3,73700,781,4000,0.0542999999999999,0,23,588000
4,1,59700,636,1700,0.0285,2,54,561000
0,3,79500,681,5300,0.0667,0,32,436000
3,1,87400,637,1800,0.0206,1,63,132000
2,0,36200,701,2200,0.0608,1,60,117000
1,1,65500,704,700,0.0107,1,53,182000
1,1,91100,711,2200,0.0226,2,23,670000
2,3,41000,683,4500,0.1098,1,31,321000
2,5,32900,643,5900,0.1793,2,43,171000
4,0,91100,638,1800,0.0179,0,63,100000
2,2,41500,702,4200,0.1012,2,31,937000
1,0,50500,686,6300,0.1347,2,30,100000
0,2,10100,672,4300,0.4257,0,40,507000
4,4,44800,670,6300,0.1719,1,63,573000
0,3,44400,756,2700,0.0608,2,49,686000
3,0,82600,713,4800,0.0581,0,49,995000
4,4,29100,761,0,0.0,1,54,822000
2,0,21700,707,4600,0.212,2,25,576000
1,4,51800,762,0,0.0,2,38,744000
1,2,39600,709,5100,0.1288,0,36,474000
3,2,56100,640,1500,0.0266999999999999,2,35,319000
4,1,54500,652,5700,0.1046,2,35,677000
0,4,31100,654,4300,0.1383,2,25,674000
1,4,54800,714,3700,0.0675,0,56,652000
4,3,36300,761,1300,0.0358,1,42,100000
2,4,23200,746,5400,0.2328,0,32,638000
0,2,40900,742,1300,0.0318,0,27,199000
0,3,29700,702,2000,0.0673,0,59,769000
3,2,16300,697,300,0.0184,1,43,995000
1,2,25100,642,1800,0.0717,0,48,251000
4,5,38900,619,2400,0.0617,1,32,715000
1,3,57500,699,3500,0.0608999999999999,2,30,100000
0,3,28200,686,1200,0.0426,2,54,100000
4,1,41900,728,2300,0.0549,0,28,800000
2,3,60400,686,4400,0.0728,1,39,768000
3,3,79000,724,2300,0.0291,1,23,470000
0,2,81500,721,3000,0.0368,2,63,698000
2,0,15700,699,6300,0.414,0,23,678000
0,4,74000,678,2700,0.0365,0,27,890000
2,5,52600,655,200,0.0038,0,40,354000
2,2,53800,734,1400,0.026,0,42,995000
0,0,51200,770,4100,0.0801,0,63,283000
3,2,22800,671,4000,0.1754,0,57,554000
4,5,79100,734,1800,0.0227999999999999,1,49,273000
1,3,18200,696,3300,0.1813,1,33,571000
2,0,79800,668,700,0.0088,2,48,487000
3,3,30600,744,1600,0.0523,2,38,139000
3,0,27300,744,6100,0.2234,2,35,504000
2,3,76300,722,2900,0.038,2,62,241000
4,0,77800,705,6200,0.0797,0,45,240000
2,3,47800,668,3200,0.0669,0,63,882000
3,5,68800,670,2900,0.0421999999999999,1,63,503000
1,0,91100,686,3300,0.0297,1,58,373000
3,3,49200,661,3300,0.0670999999999999,1,49,787000
3,5,43600,749,6300,0.156,1,36,670000
2,2,55600,621,5900,0.1061,1,33,782000
3,1,39900,685,3700,0.0926999999999999,1,32,100000
2,0,32800,781,4500,0.1372,1,38,409000
4,0,18700,728,5200,0.2781,2,34,798000
3,0,30600,695,3400,0.1110999999999999,0,58,762000
2,0,73200,751,800,0.0109,1,57,689000
1,5,10000,727,5900,0.59,2,61,301000
1,3,38700,641,3500,0.0904,2,39,523000
1,5,75800,691,4400,0.0579999999999999,0,45,364000
0,3,27100,696,5100,0.1882,1,63,228000
0,4,37100,617,2600,0.0701,1,51,286000
4,0,14900,701,900,0.0604,2,48,384000
4,2,87700,775,400,0.0046,1,28,977000
1,4,44500,681,1600,0.036,0,28,401000
0,2,63500,693,4400,0.0693,1,45,580000
1,4,55600,712,4500,0.0809,2,56,636000
2,5,39500,718,4000,0.1013,1,53,163000
1,3,46300,726,3000,0.0648,2,34,531000
1,1,30100,693,700,0.0233,2,50,746000
2,5,31900,736,1700,0.0533,1,63,995000
3,5,42200,744,6300,0.1588,2,49,542000
2,3,78200,711,3600,0.046,0,56,715000
1,1,49700,733,2700,0.0542999999999999,0,34,479000
0,1,80900,672,2700,0.0334,0,61,100000
1,5,37400,692,0,0.0,2,30,462000
2,1,58900,656,0,0.0,0,30,840000
0,4,57300,741,2400,0.0419,0,29,776000
2,5,68800,774,2100,0.0305,0,63,572000
3,0,39500,780,5100,0.1291,0,54,317000
0,4,47200,781,600,0.0127,1,42,995000
1,4,53200,698,3500,0.0658,2,32,310000
1,2,47100,757,6100,0.1295,0,46,147000
1,5,80400,624,4100,0.051,0,46,286000
0,2,61900,654,500,0.0081,0,63,570000
0,1,43900,656,4400,0.1002,2,23,100000
3,1,53200,765,600,0.0113,2,35,602000
0,0,26800,669,4900,0.1828,0,40,241000
1,4,75800,651,5500,0.0726,1,44,916000
4,3,58800,781,3900,0.0663,2,38,478000
0,0,26900,729,0,0.0,0,56,566000
4,5,34000,770,3800,0.1118,1,57,484000
1,0,43400,696,2900,0.0668,0,52,432000
0,4,58000,737,4800,0.0828,1,32,567000
0,0,15400,703,3000,0.1948,0,47,756000
2,5,26500,676,5800,0.2189,2,31,312000
0,1,64100,664,3000,0.0467999999999999,2,23,535000
1,1,45900,632,5400,0.1176,0,26,314000
1,4,34100,706,1200,0.0352,1,55,534000
1,1,15200,706,2200,0.1447,0,55,349000
1,0,37100,663,3900,0.1051,1,32,200000
0,4,69800,617,3000,0.043,1,41,753000
3,4,43600,737,700,0.0161,2,29,603000
0,0,46100,717,3000,0.0650999999999999,0,51,995000
4,2,10000,730,5600,0.56,0,23,435000
0,1,73000,732,3900,0.0533999999999999,1,60,759000
2,3,54300,617,3300,0.0608,0,46,577000
1,0,44300,724,4000,0.0902999999999999,2,45,815000
3,1,44900,677,6300,0.1492,0,28,471000
0,1,29900,691,0,0.0,0,39,955000
2,5,33500,719,3200,0.0955,2,63,191000
0,2,43000,645,3000,0.0698,2,63,205000
1,3,44100,781,6000,0.1361,1,26,499000
4,1,50300,755,500,0.0098999999999999,1,23,422000
1,3,91100,664,5900,0.0487,2,59,375000
0,3,72100,664,2600,0.0361,1,54,453000
2,1,69200,698,2600,0.0375999999999999,2,47,382000
4,4,10000,717,1100,0.11,0,37,676000
1,1,12300,717,4900,0.3984,1,35,444000
1,3,57400,749,3400,0.0592,1,23,586000
4,1,54900,694,300,0.0055,1,63,765000
4,3,81100,661,4600,0.0567,2,53,515000
4,3,52100,713,4900,0.094,1,60,426000
2,3,10700,701,3500,0.3271,2,62,386000
1,0,51900,701,4300,0.0828999999999999,1,40,302000
0,0,24900,685,4600,0.1846999999999999,2,60,995000
2,1,73200,781,4500,0.0615,2,54,622000
4,4,54800,693,2500,0.0455999999999999,0,41,715000
0,3,64300,654,4400,0.0684,2,30,403000
3,4,79200,681,3800,0.048,0,33,680000
0,1,46100,617,2000,0.0434,2,63,594000
1,0,44400,717,1600,0.036,0,60,783000
2,5,62600,694,1800,0.0288,0,31,855000
3,3,33300,680,3800,0.1141,1,52,343000
0,3,62100,653,5000,0.0805,1,28,589000
3,2,55900,695,2800,0.0501,0,49,995000
0,3,10000,697,900,0.09,0,23,100000
3,2,57300,769,0,0.0,0,44,311000
3,5,28500,680,0,0.0,1,62,380000
0,0,42000,643,4500,0.1071,0,61,665000
2,3,65200,695,300,0.0046,0,63,969000
0,3,68400,698,5400,0.0789,1,27,519000
4,0,64600,658,5000,0.0774,2,35,100000
2,2,80700,690,1100,0.0136,0,23,490000
2,0,54500,661,2000,0.0366999999999999,1,24,468000
3,1,37600,690,500,0.0133,0,63,579000
0,4,59400,660,800,0.0135,2,54,480000
1,0,65600,630,0,0.0,0,49,289000
4,3,11900,711,700,0.0588,1,36,254000
2,4,57700,758,2900,0.0503,1,23,100000
3,2,71300,781,2600,0.0365,2,63,475000
3,0,86900,710,4500,0.0518,2,57,537000
1,5,82500,617,4000,0.0484999999999999,0,30,424000
0,5,30200,763,3700,0.1225,2,28,100000
0,3,49900,750,4600,0.0922,0,44,752000
4,1,57600,711,0,0.0,0,24,555000
4,0,30200,731,2900,0.096,0,63,658000
0,4,67300,716,3800,0.0565,1,43,534000
4,3,66300,749,4100,0.0617999999999999,0,34,372000
2,4,85500,755,4300,0.0503,0,42,104000
1,3,42900,638,2200,0.0513,0,53,462000
4,2,28200,766,0,0.0,2,43,910000
2,3,29900,719,4200,0.1405,1,63,517000
3,1,45500,698,5700,0.1253,1,57,100000
4,1,73300,689,2900,0.0395999999999999,2,44,529000
2,3,14900,706,0,0.0,0,55,175000
2,4,13900,617,3500,0.2518,0,61,456000
1,4,48600,674,6300,0.1728,2,45,663000
3,2,27700,617,200,0.0072,2,55,597000
1,1,59600,781,4000,0.0670999999999999,0,28,225000
4,3,43600,669,4900,0.1124,0,58,550000
2,2,54700,758,2200,0.0401999999999999,0,26,100000
4,2,68300,731,2200,0.0322,0,58,237000
4,2,38700,773,3700,0.0956,1,35,518000
4,2,42700,725,4400,0.103,2,25,100000
0,5,33500,680,800,0.0239,2,45,645000
2,3,64900,735,4600,0.0709,0,63,824000
0,0,87000,655,5700,0.0655,2,44,594000
0,1,72800,775,500,0.0069,2,54,995000
3,0,60100,648,600,0.01,1,61,560000
1,4,13900,733,1900,0.1367,2,48,481000
0,2,42900,781,3000,0.0699,1,63,100000
0,5,68000,621,4700,0.0691,2,35,304000
4,0,47000,702,3600,0.0766,2,52,544000
3,2,37200,660,3600,0.0968,0,53,100000
2,3,71000,714,4400,0.062,0,35,646000
1,3,50900,665,2300,0.0452,2,27,726000
0,3,69400,736,3200,0.0461,0,63,100000
3,5,41300,781,0,0.0,2,43,359000
4,2,52600,617,300,0.0056999999999999,1,25,367000
0,5,54000,617,4100,0.0759,0,39,847000
1,3,88600,766,2600,0.0293,0,49,264000
4,0,63100,681,0,0.0,1,38,100000
4,2,34300,731,1500,0.0437,1,38,223000
0,5,62800,754,100,0.0016,2,52,385000
2,3,75700,703,3600,0.0475999999999999,1,35,735000
2,0,25200,752,6300,0.2698,1,39,995000
3,3,49500,731,0,0.0,0,51,119000
1,3,75400,712,3200,0.0424,0,63,510000
4,1,91100,701,3700,0.0379,1,32,374000
4,2,26600,703,2700,0.1015,0,41,155000
4,4,18100,627,2600,0.1436,2,33,148000
1,2,49700,638,6300,0.165,1,36,702000
1,4,41200,682,3200,0.0776999999999999,2,29,611000
0,1,45400,697,2200,0.0484999999999999,0,51,906000
0,5,38200,748,3700,0.0969,1,25,605000
2,4,59700,772,3800,0.0637,2,29,100000
2,2,52900,743,4700,0.0888,0,51,105000
3,2,29800,781,2100,0.0705,2,59,640000
1,5,71400,745,2600,0.0364,1,33,938000
4,1,49500,658,3100,0.0626,0,48,623000
0,2,27500,732,6300,0.2545,0,23,417000
1,1,42300,723,3400,0.0803999999999999,1,30,892000
0,5,23900,672,0,0.0,2,38,181000
4,4,67400,771,6300,0.1231,2,34,980000
4,3,77600,721,6300,0.0838,1,30,226000
3,1,49300,781,6200,0.1258,0,30,100000
1,5,91100,682,2500,0.0248,2,39,625000
1,0,91100,700,2700,0.0235,2,49,563000
3,0,19600,697,2000,0.102,1,41,575000
4,0,19200,716,3100,0.1614999999999999,2,56,820000
1,1,91100,648,6100,0.0644,2,23,183000
4,1,64000,617,1800,0.0281,0,32,220000
4,2,49800,705,2600,0.0521999999999999,1,62,456000
3,5,91100,728,3900,0.0418,0,47,872000
3,0,52400,781,5500,0.105,1,56,421000
2,5,10000,705,1600,0.16,1,53,269000
2,3,20500,714,400,0.0195,2,24,178000
4,2,10000,670,2900,0.29,2,23,475000
3,2,14900,726,5600,0.3757999999999999,0,62,774000
0,0,33900,777,1000,0.0295,1,62,556000
1,2,61200,723,400,0.0065,0,45,654000
4,1,62500,774,4900,0.0784,0,37,507000
0,3,40700,701,2500,0.0613999999999999,1,50,654000
3,1,71100,754,1200,0.0169,2,26,165000
0,2,63600,675,200,0.0031,0,42,100000
4,1,52900,762,5300,0.1002,1,57,434000
3,4,48600,660,5100,0.1049,1,45,405000
4,0,86300,781,2500,0.0289999999999999,2,47,100000
3,2,79100,709,0,0.0,2,32,137000
0,1,47000,642,2500,0.0532,1,32,919000
1,3,28000,744,4000,0.1429,2,44,473000
1,3,56300,781,6300,0.1137,2,52,589000
0,5,69800,697,5800,0.0831,1,25,867000
2,5,91100,781,0,0.0,0,61,210000
3,0,10000,667,5600,0.56,1,60,345000
2,0,57200,667,5300,0.0926999999999999,1,60,288000
3,2,25200,672,3300,0.131,2,34,599000
3,3,57500,689,2300,0.04,0,27,303000
1,2,47500,743,3300,0.0695,0,55,164000
0,1,28800,700,4000,0.1389,1,50,127000
3,2,10600,687,2600,0.2453,2,25,433000
3,1,42400,689,5400,0.1274,0,55,995000
1,1,45500,728,1900,0.0418,2,61,176000
0,0,51300,663,3800,0.0741,0,39,848000
3,5,76600,729,0,0.0,1,24,124000
3,3,62800,733,3800,0.0605,2,63,668000
3,5,73700,705,2200,0.0299,2,51,511000
2,5,35300,755,1100,0.0312,2,26,404000
1,0,15000,675,1000,0.0667,0,50,995000
4,1,64600,698,4600,0.0712,1,32,370000
4,5,25200,738,6300,0.2619,1,36,455000
0,1,57300,637,5000,0.0873,2,53,538000
0,1,68100,641,5300,0.0778,1,50,315000
1,5,38000,710,2700,0.0711,2,51,390000
1,5,26800,734,800,0.0299,0,63,299000
1,5,21700,702,2800,0.129,1,63,217000
4,4,41700,712,4200,0.1007,0,58,232000
4,4,66100,704,3600,0.0545,1,23,405000
1,1,83700,687,3000,0.0358,2,33,141000
0,3,73900,617,1900,0.0256999999999999,0,30,741000
3,3,64100,632,4200,0.0655,2,34,995000
0,1,77200,732,3200,0.0415,0,25,245000
0,5,52400,623,6000,0.1144999999999999,1,36,370000
0,0,14000,653,1800,0.1286,2,25,202000
0,0,42600,754,5000,0.1174,2,41,212000
1,4,71800,710,4800,0.0669,0,58,100000
2,0,52700,685,800,0.0152,0,58,427000
0,5,29600,780,4500,0.152,1,59,341000
4,1,34800,743,3000,0.0862,1,26,465000
3,0,65500,748,4800,0.0733,2,37,551000
4,4,76300,751,400,0.0052,0,54,178000
2,0,44700,703,5100,0.1141,0,40,726000
1,5,69400,635,3700,0.0533,2,23,608000
0,2,10000,738,3300,0.33,0,23,749000
0,4,38100,693,2600,0.0682,0,27,556000
2,3,50600,681,1400,0.0277,0,52,100000
4,2,71200,705,6300,0.0913,0,63,199000
0,2,26300,620,1500,0.057,1,31,754000
4,3,37900,689,5400,0.1425,2,56,402000
0,4,27300,617,3900,0.1429,1,35,494000
2,0,18700,678,2700,0.1444,1,23,100000
1,1,50700,707,0,0.0,0,26,610000
1,1,61800,662,2100,0.034,2,23,280000
3,3,91100,617,2700,0.0255,0,29,100000
4,3,57400,778,2200,0.0383,0,61,181000
1,3,10000,712,4400,0.44,0,23,995000
4,2,69900,747,0,0.0,0,37,593000
4,0,60200,688,3000,0.0498,1,28,202000
0,4,91100,709,0,0.0,1,34,496000
2,3,25400,724,900,0.0354,2,45,924000
3,3,74200,617,0,0.0,0,40,556000
3,3,69900,661,2600,0.0372,1,30,356000
4,1,15100,754,2800,0.1853999999999999,0,35,333000
1,1,75800,667,1000,0.0132,1,63,752000
1,0,42300,702,2300,0.0544,0,31,310000
3,0,74100,638,4500,0.0607,1,49,222000
3,1,44300,694,1700,0.0384,1,26,272000
3,4,44300,704,500,0.0113,2,26,995000
3,2,26400,717,5700,0.2159,2,62,139000
3,5,88300,742,5800,0.0657,0,32,335000
4,0,75100,647,3600,0.0479,0,23,566000
3,4,29300,665,6000,0.2048,2,58,707000
4,4,34600,752,4200,0.1214,1,50,587000
4,0,50800,781,2600,0.0512,0,62,100000
4,1,29900,650,3600,0.1204,2,63,816000
0,0,49100,779,1500,0.0305,2,39,399000
0,2,86900,705,300,0.0034999999999999,1,51,510000
0,2,60300,662,0,0.0,1,49,485000
0,0,34300,626,3300,0.0962,0,51,307000
0,0,75800,678,4600,0.0607,2,25,570000
3,5,68500,742,1400,0.0204,2,61,570000
0,1,44800,691,2100,0.0469,1,45,497000
3,3,36500,735,1000,0.0274,1,29,350000
4,0,52500,688,1100,0.021,0,27,895000
1,1,43000,684,4300,0.1,2,34,360000
1,0,69800,771,2800,0.0401,0,48,539000
1,2,51800,715,3400,0.0655999999999999,0,29,246000
0,3,31100,762,3000,0.0965,1,48,443000
0,2,10900,739,4300,0.3945,2,55,447000
0,2,91100,683,2400,0.026,2,39,269000
2,2,47200,689,2100,0.0445,0,33,582000
1,2,64400,678,1400,0.0217,1,63,995000
3,5,21300,636,3700,0.1737,1,62,322000
2,2,73800,637,2600,0.0352,1,35,100000
1,5,10000,687,4100,0.41,2,46,113000
0,1,48400,678,2400,0.0496,2,52,100000
4,0,66900,711,4700,0.0703,0,55,464000
0,2,88300,781,5500,0.0623,2,37,995000
0,0,43100,698,3700,0.0858,0,31,915000
2,4,73800,649,1400,0.019,0,45,241000
4,0,46300,618,2500,0.054,1,24,843000
2,0,10000,621,2600,0.26,0,31,995000
1,1,53800,715,4600,0.0855,2,37,803000
3,5,20500,688,700,0.0341,0,59,924000
3,0,59900,662,5000,0.0834999999999999,1,57,470000
1,1,62000,636,5600,0.0902999999999999,1,30,775000
0,3,36500,762,3500,0.0959,0,23,385000
4,3,74100,748,800,0.0108,0,45,208000
0,5,50500,697,2900,0.0574,2,31,633000
0,3,51200,781,4900,0.0957,2,29,318000
4,2,43000,678,1900,0.0441999999999999,0,23,546000
0,2,59200,617,3600,0.0608,2,32,254000
1,1,65300,776,6300,0.121,1,34,984000
2,4,66000,713,2800,0.0424,2,39,405000
3,0,77100,618,3400,0.0441,0,49,946000
4,5,76400,687,4200,0.055,2,53,540000
2,3,58900,781,1500,0.0255,0,56,537000
4,1,30800,729,4500,0.1461,0,58,481000
0,5,91100,643,1800,0.0189,2,36,233000
1,1,70600,732,1900,0.0269,2,25,261000
3,2,29600,744,5900,0.1993,2,59,671000
0,1,35400,674,1200,0.0339,0,45,352000
1,0,30800,666,5000,0.1623,1,41,519000
1,2,56200,687,2900,0.0516,2,27,244000
2,5,78100,734,5500,0.0704,1,50,995000
0,3,21900,662,3600,0.1644,2,58,422000
2,1,42400,718,2100,0.0495,0,35,253000
2,1,51100,753,6200,0.1213,1,39,528000
4,2,22500,617,3400,0.1510999999999999,2,23,423000
0,4,78200,753,200,0.0026,1,23,476000
1,3,59800,617,0,0.0,2,63,518000
3,2,49700,678,2500,0.0503,0,51,100000
0,0,22000,655,400,0.0182,2,58,433000
2,4,91100,778,5400,0.0437,2,47,100000
2,0,31700,621,3900,0.123,0,49,853000
2,2,21500,701,5200,0.2419,0,57,782000
2,4,32600,702,2600,0.0798,2,43,605000
2,2,76900,719,6200,0.0806,0,23,485000
2,3,91100,647,1300,0.0118,1,51,136000
1,2,70600,723,3000,0.0425,1,29,914000
3,0,52700,781,3400,0.0645,0,42,943000
1,5,52600,687,4800,0.0913,0,48,461000
3,0,34400,663,3300,0.0959,0,59,673000
0,1,40900,705,1700,0.0416,0,35,391000
